SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-06-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-06-27,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-06-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-06-28,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-06-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-06-29,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-06-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-06-30,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-07-03,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-04,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-05,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-06,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-07,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-07-10,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-11,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-07-12,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-07-13,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-14,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-17,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-18,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-19,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-07-20,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-21,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-24,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-25,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-26,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-07-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-07-27,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-07-28,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-07-31,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-07-31,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-01,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-02,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-02,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-08-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-08-03,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-04,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-08-07,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-08-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-08-08,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-09,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-08-09,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-10,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-08-11,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-14,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-16,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-16,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-17,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-18,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-21,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-22,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-23,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-24,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-08-28,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-08-29,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-08-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-30,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-08-31,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-08-31,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-09-01,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-04,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-09-05,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-06,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-09-07,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-09-08,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-09-11,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-09-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-12,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-13,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-09-14,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,,,,,,,2017-09-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-09-15,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-09-18,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-09-19,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-20,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-09-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-21,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-22,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-25,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-09-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-26,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-09-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-09-27,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-09-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-09-28,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-09-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-09-29,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-10-03,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-04,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-10-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-05,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-06,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-09,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-09,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-10,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-10-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-11,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2017-10-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-10-12,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-13,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-16,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-10-16,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-10-17,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-18,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2017-10-19,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-23,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-24,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-25,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-10-25,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-26,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-10-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-10-27,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-10-30,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-10-31,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-10-31,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-01,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-02,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-02,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-03,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-03,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-06,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-07,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-08,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-09,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-11-09,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-10,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-10,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-13,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-11-14,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-11-15,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-16,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-16,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-17,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-17,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-11-20,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-21,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-11-22,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-23,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-23,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-11-24,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-11-24,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-11-27,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-28,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-11-28,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-29,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-11-29,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-11-30,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-11-30,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-01,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-12-01,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-04,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-12-04,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-05,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-05,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-06,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2017-12-06,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-07,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-07,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-08,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-08,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-11,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-11,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-12,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-12,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-13,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-13,75.0,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-14,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-14,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,,,,,,,2017-12-15,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-15,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-18,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-18,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-19,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-19,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-20,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-20,75.0,75.0,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-21,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-21,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,,,,,,2017-12-22,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,2017-12-22,,,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-26,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,2017-12-26,75.0,75.0,,,,,,,,,,
BANKNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2017-12-27,,,,,,,,,,,,
NIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2017-12-27,,,,,,,,,,,,
