SYMBOL,EXPIRY_01,EXPIRY_02,EXPIRY_03,EXPIRY_04,EXPIRY_05,EXPIRY_06,EXPIRY_07,EXPIRY_08,EXPIRY_09,TIMESTAMP,EXPIRY_10,EXPIRY_11,EXPIRY_12,EXPIRY_13,EXPIRY_14,EXPIRY_15,EXPIRY_16,EXPIRY_17,EXPIRY_18,EXPIRY_19,EXPIRY_20,EXPIRY_21
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-10-31,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-10-31,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-10-31,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-01,15.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-11-01,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-11-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-01,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-02,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-02,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-02,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-03,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-11-03,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-03,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-06,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-06,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-06,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2023-11-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-07,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-08,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-09,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-11-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-09,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-10,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-11-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-10,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-11-13,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-13,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-15,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-16,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-11-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-16,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-17,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-17,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-20,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-11-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-20,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-11-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,75.0,,,2023-11-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-21,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-11-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-22,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-23,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-23,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-23,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-24,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-24,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-24,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-24,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-11-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-28,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-11-29,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-29,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-11-30,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2023-11-30,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-11-30,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-11-30,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2023-12-01,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-12-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-01,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-04,15.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2023-12-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-04,50.0,50.0,50.0,50.0,50.0,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-05,15.0,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2023-12-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-05,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-06,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-06,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-06,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-06,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-07,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-07,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,75.0,,,,2023-12-07,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-07,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-08,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-11,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-11,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-12,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-13,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-13,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-13,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-13,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-14,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-14,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-14,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-14,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-15,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-18,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-19,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-19,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-19,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-20,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-20,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-21,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-21,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-21,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-21,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-22,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-22,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-22,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-22,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-26,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-26,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-26,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-26,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-27,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-27,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-27,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-27,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-28,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-28,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-28,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-28,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2023-12-29,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2023-12-29,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2023-12-29,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2023-12-29,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-01,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,2024-01-01,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-01,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-01,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-02,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-02,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-02,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-02,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-03,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-03,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2024-01-03,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-03,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-04,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-04,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-04,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-04,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-05,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-05,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-05,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-05,50.0,,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-08,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2024-01-08,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-08,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-08,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-09,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2024-01-09,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-09,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-09,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-10,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-10,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-10,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-10,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-11,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-11,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-11,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-11,50.0,,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-12,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-12,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,,,,,,2024-01-12,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-12,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-15,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-15,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2024-01-15,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-15,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-16,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2024-01-16,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-16,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-16,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-17,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2024-01-17,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,75.0,75.0,,,,,2024-01-17,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-17,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-18,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2024-01-18,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-18,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-18,50.0,50.0,50.0,50.0,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-19,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,,,,,,2024-01-19,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-19,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-19,50.0,50.0,50.0,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-20,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,,,,,2024-01-20,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-20,,,,,,,,,,,,
NIFTY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2024-01-20,50.0,50.0,,,,,,,,,,
BANKNIFTY,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2024-01-23,,,,,,,,,,,,
FINNIFTY,40.0,40.0,40.0,40.0,40.0,40.0,,,,2024-01-23,,,,,,,,,,,,
MIDCPNIFTY,75.0,75.0,75.0,,,,,,,2024-01-23,,,,,,,,,,,,
